iter	likelihood	#indels	#substs	rs07:mean_length	rs07:rate	P1/#indels	P1/#substs	P1/likelihood	P1/prior_A	P1/|A|	P1/|indels|	tn93:kappaPur	tn93:kappaPyr	tn93:pi[A]	tn93:pi[C]	tn93:pi[G]	tn93:pi[U]	scale	scale*|T|	|A|	|T|	|indels|	posterior	prior
82	-2800.3858551718363	63	704	1.7853105104312743	0.029795696887632745	63	704	-2800.3858551718363	-454.4665936041203	155	107	1.2412710486670133	2.448419424511167	0.2399332749945707	0.26657856410231856	0.2727836514007927	0.22070450950231807	7.638832587928216	7.954812167186248	155	1.041364904338574	107	-3214.756666327992	-414.37081115615615
83	-2829.2232176300313	61	721	1.655276824646482	0.029036509590434925	61	721	-2829.2232176300313	-433.9844910420627	153	103	1.243840030541798	2.51951522195256	0.24478714616114294	0.2719714718011434	0.27830208855910915	0.20493929347860457	7.242557326091529	8.004203258209037	153	1.105162568665305	103	-3229.54510811201	-400.32189048197847
84	-2851.1267321738	54	732	1.7389871565841353	0.03205557885941255	54	732	-2851.1267321738	-399.7450691605793	152	99	1.028600524226875	2.5888196927603153	0.2581462933655796	0.23223964588723126	0.29349029850668473	0.21612376224050445	7.772392622139965	8.003807815781805	152	1.0297739968748676	99	-3219.1319873741645	-368.00525520036445
85	-2824.1163478982157	51	725	1.792318121177267	0.024554294044351666	51	725	-2824.1163478982157	-385.82789745714615	151	94	1.3818732523280248	2.6139964352979175	0.2581462933655796	0.23223964588723126	0.29349029850668473	0.21612376224050445	5.7578775274548555	7.6137605072920325	151	1.322320676497183	94	-3181.2675327954476	-357.15118489723193
86	-2830.2447530761065	53	724	1.6799591652895418	0.028722694779908624	53	724	-2830.2447530761065	-393.89776758190334	151	101	1.2744128264648138	2.743881995644424	0.26634879066601747	0.24548824209593756	0.25970997306949467	0.22845299416855017	7.316738907887307	7.547811515651054	151	1.03158136577959	101	-3185.5967130894896	-355.3519600133834
87	-2822.1389408715645	53	716	2.1496000560672535	0.02348975331091643	53	716	-2822.1389408715645	-403.42082607143374	152	103	1.16710277714287	2.8451232986246544	0.2699815192832239	0.24814197759468393	0.2709295497446468	0.21094695337744526	8.48004477698771	7.900176864343867	152	0.9316197109928677	103	-3185.734678148649	-363.5957372770846
88	-2804.002056360544	56	708	2.1340040208148965	0.02432518792772847	56	708	-2804.002056360544	-412.7080874617671	155	108	1.1110944377915968	2.4032148239157403	0.2699815192832239	0.24814197759468393	0.2709295497446468	0.21094695337744526	6.962065132018024	7.607881398585532	155	1.0927621696035916	108	-3183.243479831467	-379.24142347092317
89	-2807.027602696292	68	709	1.751999179754098	0.03738967799568538	68	709	-2807.027602696292	-481.2191593456521	163	120	1.239329158372607	2.2522378501072042	0.2661835658484014	0.24943294720849987	0.2723390727104727	0.21204441423262613	5.556367227439443	7.233258261073949	163	1.3017962933323384	120	-3262.085458048517	-455.057855352225
90	-2799.5131076853518	64	707	1.7095215859656872	0.038080940196025474	64	707	-2799.5131076853518	-463.0132650559468	161	116	1.1572428945534685	2.8089376516040327	0.2661835658484014	0.24943294720849987	0.2723390727104727	0.21204441423262613	5.978466886923667	7.3565371626123275	161	1.2305056299137207	116	-3237.1324493537004	-437.61934166834857
91	-2793.333752766895	59	700	1.6542925549361651	0.036421991425535885	59	700	-2793.333752766895	-429.5396320393507	158	109	1.1521463196148383	2.495441406748368	0.2789395369455746	0.26138620005163915	0.24996250801815761	0.20971175498462857	6.354301382807028	7.555716052239319	158	1.1890710869778673	109	-3192.7270795388145	-399.3933267719193
92	-2806.696256281755	62	701	1.8454380718488022	0.03736997577325475	62	701	-2806.696256281755	-443.33598381176466	159	110	1.2622593287955604	2.5248741441822102	0.2723362311238356	0.23723230977672566	0.27147450825296293	0.21895695084647582	5.7721105423477574	7.0641499050351095	159	1.2238417565305022	110	-3221.2393459833993	-414.5430897016443
93	-2820.3128923163677	59	706	1.7757105856460424	0.03219452709405265	59	706	-2820.3128923163677	-435.3146656922393	164	110	1.2251662099125071	2.391937099841471	0.2632637862470586	0.24996308865229697	0.2624307702919451	0.22434235480869924	5.986643583518842	7.25566997025865	164	1.2119762716847586	110	-3225.405172810974	-405.09228049460637
94	-2789.460278602027	60	695	1.7836238166270064	0.029034050333990553	60	695	-2789.460278602027	-434.2917868137063	162	108	1.358315621108192	2.582644549712839	0.26450663373952105	0.24808134086112568	0.26045516451352885	0.22695686088582445	5.512220963232124	8.036416065955027	162	1.4579270532803217	108	-3203.894889742053	-414.43461114002605
95	-2826.7707353503406	57	714	1.947443241860436	0.03402417448250568	57	714	-2826.7707353503406	-424.01896255771095	157	107	1.345002812523175	3.1016337152304607	0.2670506134168306	0.22832564640664318	0.2696524755568408	0.23497126461968543	6.1659533976678045	8.096120796193192	157	1.3130363261025375	107	-3225.2055199437164	-398.4347845933755
96	-2821.2334026456483	55	714	1.649305828094492	0.02878864759928841	55	714	-2821.2334026456483	-410.1198344571909	156	102	1.3385619202434753	2.418629641476608	0.27129011741272496	0.2319503806018619	0.2580580021023448	0.23870149988306835	5.399405325802758	7.776706326959215	156	1.4402894129462325	102	-3212.621393594661	-391.38799094901276
97	-2824.645032834794	57	711	1.8047178097327388	0.033103869349417385	57	711	-2824.645032834794	-423.95287026359307	163	109	1.333710097461057	2.9859474547068903	0.26292922689390097	0.22480190148840656	0.2809239136029192	0.23134495801477326	6.348166024700384	7.396886627830436	163	1.1652005632885993	109	-3218.8334662868974	-394.1884334521032
98	-2837.500047805993	58	706	1.8744830144212048	0.034361461146672954	58	706	-2837.500047805993	-424.16396651869775	162	108	1.368134547318017	2.1966891629428473	0.23462772247147595	0.2773899571956399	0.28153915977025523	0.20644316056262885	5.904782450174716	7.184732523485964	162	1.2167649839958754	108	-3233.213632604045	-395.713584798052
99	-2826.5833451441313	57	714	1.8810843718418404	0.02410489187961407	57	714	-2826.5833451441313	-415.6389307496788	157	99	1.4113968240388381	2.4510156012733737	0.22583639719515558	0.26699636296728557	0.2709900980247356	0.2361771418128232	7.211149338597448	7.514318040740465	157	1.0420416618638468	99	-3199.3727925386493	-372.7894473945182
100	-2817.872182123404	53	705	2.000650908830451	0.02354686337092796	53	705	-2817.872182123404	-394.258540146286	159	101	1.3351794934345769	2.915995454765171	0.23875896487443368	0.27204970133792533	0.276119024296213	0.21307230949142797	5.901739376100978	8.098072678336278	159	1.3721501683265318	101	-3191.317255426937	-373.44507330353326
